cmc,power,toughness,race,ability,color
4,2,4,Drake,Flying,Blue
3,6,1,Elemental,Haste,Red
1,1,1,Human,none,White
3,1,2,Human,Flying,Red
1,0,1,Bird,Flying,Green
2,2,2,Human,First strike,Black
4,2,2,Spirit,none,White
2,1,1,Imp,Flying,Black
1,1,1,Rat,none,Black
4,3,3,Wraith,none,Black
3,3,2,Orc,none,Red
3,2,2,Human,none,Red
4,0,1,Insect,none,Black
3,2,2,Cat,none,Green
3,1,4,Human,none,Red
3,1,1,Frog,none,Green
5,2,4,Cockatrice,Flying,Green
7,6,4,Giant,Trample,Green
6,6,4,Wurm,none,Green
4,2,2,Manticore,Flying,Red
3,1,2,Human,none,White
2,4,1,Fish,none,Blue
5,4,5,Wall,none,Blue
1,1,1,Human,none,White
4,4,4,Thrull,none,Black
2,1,1,Skeleton,none,Black
5,4,4,Boar,none,Green
2,2,1,Dwarf,none,Red
3,1,1,Dwarf,none,Red
4,2,2,Elf,none,Green
5,3,3,Elf,none,Green
2,2,1,Elf,First strike,Green
2,2,3,Human,none,Black
5,3,6,Eye,none,Black
5,3,3,Angel,Flying,Black
3,1,2,Drake,Flying,Red
5,2,3,Elemental,none,Red
6,8,8,Elemental,Trample,Green
3,0,1,Shade,none,Black
4,2,2,Fungus,none,Green
3,1,1,Elf,none,Green
1,2,2,Ogre,none,Green
4,2,4,Spider,Reach,Green
3,0,7,Wall,none,Blue
1,1,1,Goblin,none,Red
3,2,2,Goblin,none,Red
3,2,2,Goblin,none,Red
5,2,4,Werewolf,none,Black
2,2,2,Bear,none,Green
4,3,3,Giant,none,Red
2,1,3,Horse,none,White
5,3,3,Homarid,none,Blue
4,6,2,Elemental,none,Green
3,2,3,Minotaur,none,Red
5,2,4,Human,none,White
1,1,1,Human,none,White
1,1,1,Cleric,none,Black
2,2,2,Orc,none,Red
5,3,5,Treefolk,none,Green
6,3,3,Giant,none,White
6,6,6,Wurm,none,Green
4,*,*,Human,none,Red
3,0,1,Insect,Flying,Green
1,3,1,Skeleton,none,Black
5,2,5,Human,none,White
5,2,2,Human,Flying,White
2,2,1,Human,none,Black
3,1,1,Human,none,Blue
4,1,4,Minotaur,none,Blue
9,10,10,Leviathan,Trample,Blue
3,1,1,Human,none,Green
4,*,1,Lhurgoyf,none,Green
1,1,1,Elf,none,Green
2,2,2,Merfolk,none,Blue
7,7,7,Demon,Flying,Black
3,2,1,Spirit,none,Black
2,1,1,Human,none,Blue
4,1,2,Snake,none,Green
1,1,1,Merfolk,none,Blue
2,1,1,Bird,Flying,White
2,1,1,Pegasus,Flying,White
3,2,2,Thrull,none,Black
3,1,1,Worm,none,Black
1,1,1,Goblin,none,Red
1,1,1,Goat,none,Red
4,2,2,Zombie,none,Black
3,2,2,Thrull,none,Black
2,1,1,Spirit,Haste,Black
6,*,*,Nightmare,Flying,Black
3,1,3,Orc,none,Red
1,1,1,Orc,none,Red
1,2,2,Orc,none,Red
3,2,2,Orc,none,Red
5,2,3,Orc,none,Red
3,2,2,Human,none,White
2,2,1,Human,none,White
5,6,6,Orgg,Trample,Red
3,2,2,Unicorn,none,White
6,6,6,Avatar,none,White
4,4,1,Illusion,Flying,Blue
4,3,3,Illusion,Flying,Blue
2,1,1,Human,First strike,White
5,4,3,Human,none,Blue
3,1,1,Scorpion,none,Black
3,*,*,Rat,none,Black
3,1,1,Human,none,Green
1,1,1,Ooze,none,Red
3,1,1,Human,none,Blue
4,0,1,Wombat,Vigilance,Green
4,3,2,Spirit,none,Green
4,2,1,Human,none,Black
3,2,2,Zombie,none,Blue
2,1,2,Human,none,White
3,2,1,Cat,First strike,Red
2,1,1,Human,none,White
8,7,6,Wurm,none,Green
3,2,2,Zombie,none,Black
1,1,1,Human,none,Green
1,1,1,Faerie,Flying,Green
6,5,5,Serpent,none,Blue
5,2,3,Elemental,none,Blue
2,1,1,Faerie,Flying,Blue
3,0,1,Merfolk,none,Blue
5,3,3,Leviathan,none,Blue
4,2,2,Human,none,Black
7,4,4,Angel,Flying,White
4,2,2,Human,none,White
1,1,1,Nymph,none,Green
2,0,3,Human,none,White
6,5,5,Dragon,Flying,Red
6,5,6,Spirit,Flying,Blue
3,1,1,Human,none,Black
4,3,4,Giant,none,Red
5,4,3,Elemental,none,Red
3,2,2,Human,none,Black
1,1,1,Horse,none,Green
5,2,5,Demon,none,Black
5,2,4,Basilisk,none,Green
3,0,2,Elemental,none,Blue
1,1,1,Wolf,First strike,White
1,0,1,Bat,Flying,Black
3,0,2,Human,none,Green
2,1,2,Merfolk,none,Blue
3,1,5,Wall,none,Blue
3,1,4,Skeleton,none,Black
3,2,3,Plant,none,Green
3,0,5,Wall,none,Red
3,0,8,Wall,none,Red
4,3,5,Wall,Flying,White
4,3,3,Elephant,Trample,Green
2,1,1,Human,none,Green
2,2,2,Human,First strike,White
5,3,2,Elemental,Flying,Blue
4,2,4,Wolverine,none,Green
2,1,1,Wolf,none,Green
3,1,1,Spirit,none,Black
2,1,1,Bird,Flying,Blue
3,2,3,Zombie,none,Black
4,1,6,Human,none,White
4,2,2,Human,none,White
6,3,4,Elemental,Flying,Blue
2,1,2,Homarid,none,Blue
4,2,3,Zombie,none,Black
1,1,1,Worm,none,Black
4,1,5,Illusion,none,Black
1,1,1,Ape,none,Red
2,1,2,Illusion,none,Blue
5,6,1,Insect,none,Green
3,1,1,Human,none,Blue
4,3,1,Zombie,Haste,Black
4,*,*,Wall,none,Black
3,2,2,Zombie,none,Black
1,3,1,Skeleton,none,Black
3,2,3,Zombie,none,Black
2,1,1,Orc,none,Red
1,1,1,Orc,none,Red
4,2,3,Aurochs,Trample,Green
1,0,3,Plant,none,Green
3,3,2,Elephant,none,Green
2,1,2,Human,none,White
1,1,1,Human,none,White
1,1,1,Human,none,White
3,2,2,Human,none,White
7,5,5,Dragon,Flying,White
3,2,2,Bird,Flying,White
6,4,7,Cat,none,White
5,2,2,Angel,Flying,White
4,2,2,Human,none,White
4,2,2,Griffin,Flying,White
4,2,4,Human,none,White
6,3,6,Human,Vigilance,White
2,0,0,Spirit,none,White
3,2,2,Human,none,White
5,3,3,Angel,Flying,White
4,2,2,Human,none,White
2,2,1,Soltari,none,White
2,1,1,Soltari,none,White
2,2,2,Human,none,White
4,1,4,Human,none,White
3,2,2,Human,none,White
4,0,0,Human,none,Blue
2,1,3,Elemental,none,Blue
6,5,4,Djinn,Flying,Blue
2,1,1,Faerie,Flying,Blue
6,4,4,Illusion,Flying,Blue
4,2,3,Bird,Flying,Blue
5,3,5,Whale,none,Blue
3,1,1,Human,none,Blue
3,2,2,Jellyfish,none,Blue
5,3,3,Shapeshifter,none,Blue
3,1,3,Human,none,Blue
3,1,3,Snake,none,Blue
2,1,1,Bird,Flying,Blue
7,4,5,Illusion,Flying,Blue
5,2,2,Human,none,Blue
3,4,3,Drake,Flying,Blue
3,3,4,Efreet,Flying,Blue
3,2,1,Bird,Flying,Blue
4,3,3,Thalakos,none,Blue
4,1,4,Spirit,Flying,Blue
3,0,1,Shapeshifter,none,Blue
2,1,1,Merfolk,none,Blue
8,7,7,Elemental,none,Black
1,2,2,Zombie,none,Black
4,0,0,Vampire,none,Black
6,3,3,Horror,Flying,Black
3,2,1,Dauthi,none,Black
3,2,1,Bird,Flying,Black
5,0,0,Zombie,none,Black
2,2,2,Human,none,Black
2,2,2,Djinn,Flying,Black
4,3,1,Horror,Haste,Black
4,4,4,Rabbit,First strike,Black
6,6,3,Nightmare,none,Black
2,1,1,Nightmare,none,Black
2,1,1,Zombie,none,Black
4,3,3,Carrier,none,Black
5,3,2,Nightstalker,none,Black
1,1,1,Zombie,none,Black
5,3,2,Imp,Flying,Black
6,5,5,Gorgon,Flying,Black
4,2,2,Goblin,none,Red
6,4,4,Cat,none,Red
4,3,3,Insect,Haste,Red
6,6,6,Hellion,none,Red
4,4,2,Kavu,none,Red
5,3,3,Hellion,Haste,Red
5,2,2,Goblin,none,Red
3,1,1,Goblin,none,Red
4,6,6,Goblin,none,Red
1,1,1,Goblin,none,Red
3,1,1,Goblin,none,Red
1,2,1,Goblin,none,Red
2,1,2,Goblin,none,Red
4,2,2,Goblin,Haste,Red
4,1,1,Goblin,none,Red
3,2,2,Goblin,none,Red
2,2,2,Goblin,none,Red
4,4,4,Dragon,Flying,Red
1,1,1,Orc,none,Red
4,5,5,Human,none,Red
6,6,5,Dragon,Flying,Red
6,5,5,Dragon,Flying,Red
2,2,1,Goblin,none,Red
1,1,1,Goblin,none,Red
2,0,5,Wall,none,Red
6,7,7,Nightmare,Flying,Red
5,4,4,Wurm,Trample,Green
1,1,1,Lizard,none,Green
4,5,5,Beast,none,Green
2,1,1,Boar,none,Green
5,1,1,Elf,none,Green
2,2,2,Human,none,Green
6,4,5,Elf,none,Green
4,4,5,Djinn,none,Green
1,1,1,Elf,none,Green
5,4,4,Incarnation,none,Green
4,2,4,Insect,Reach,Green
5,6,1,Insect,none,Green
2,1,1,Human,none,Green
5,5,5,Wurm,none,Green
7,6,5,Boar,none,Green
4,3,2,Cat,none,Green
4,1,1,Elf,none,Green
7,6,6,Wurm,Trample,Green
6,0,0,Elf,none,Green
2,2,1,Elf,none,Green
6,8,5,Elemental,Trample,Green
3,3,4,Ape,Flash,Green
8,7,7,Wurm,none,Green
2,2,2,Hound,none,Green
3,2,1,Human,none,Green
3,2,3,Human,none,White
3,2,3,Human,none,White
3,1,2,Human,none,White
5,2,2,Human,none,White
4,3,3,Human,none,White
4,2,2,Human,none,White
4,2,4,Human,none,White
2,2,2,Human,none,White
6,2,5,Giant,none,White
3,1,1,Human,none,White
3,2,2,Human,none,White
2,2,2,Human,none,White
2,1,1,Bird,Flying,White
5,3,3,Human,none,Blue
6,3,5,Human,none,Blue
5,3,4,Bird,Flying,Blue
2,1,3,Bird,Flying,Blue
2,0,4,Homunculus,none,Blue
5,4,4,Human,none,Blue
5,2,1,Bird,Flying,Blue
3,2,3,Crab,none,Blue
4,3,2,Gargoyle,Flying,Blue
4,0,0,Shapeshifter,Flash,Blue
4,5,4,Demon,Flying,Black
5,4,2,Zombie,none,Black
3,1,4,Human,none,Black
2,2,2,Rat,none,Black
4,2,2,Human,none,Black
4,1,3,Human,Deathtouch,Black
5,4,4,Ogre,none,Red
3,2,1,Human,Menace,Red
4,4,2,Goblin,none,Red
2,2,2,Goblin,none,Red
4,2,2,Goblin,none,Red
5,0,0,Elemental,Menace,Red
7,5,5,Dragon,Flying,Red
3,3,2,Elemental,none,Red
5,4,4,Avatar,none,Green
2,3,1,Elf,none,Green
4,2,4,Elf,none,Green
4,3,3,Hydra,none,Green
5,4,4,Elf,none,Green
6,5,3,Wolf,none,Green
3,3,2,Elf,none,Green
4,3,2,Human,Trample,Green
6,2,2,Elemental,none,Green
6,5,5,Lizard,Trample,Green
3,2,3,Elf,none,Green
5,3,3,Ooze,none,Green
3,2,2,Hound,Flash,White
1,1,1,Human,none,White
5,3,3,Angel,Flying,White
4,2,2,Spirit,Flash,White
4,3,5,Giant,Vigilance,White
6,4,5,Cat,Flying,White
3,2,2,Griffin,Flying,White
1,1,1,Merfolk,none,Blue
4,3,2,Siren,Flash,Blue
3,1,4,Cleric,Flash,Blue
2,1,3,Spirit,none,Blue
2,1,1,Merfolk,none,Blue
4,2,3,Merfolk,Flying,Blue
5,0,4,Wall,none,Blue
2,1,3,Human,none,Blue
6,6,6,Sphinx,Flying,Blue
2,2,1,Elemental,Flying,Blue
2,0,3,Illusion,none,Blue
8,6,5,Avatar,none,Black
3,2,1,Harpy,Flying,Black
2,2,1,Vampire,Lifelink,Black
4,3,2,Vampire,none,Black
5,2,2,Zombie,none,Black
3,3,1,Zombie,none,Black
4,2,2,Specter,Flying,Black
6,5,5,Demon,Deathtouch,Black
5,2,5,Gorgon,Deathtouch,Black
4,3,2,Ogre,none,Black
4,3,3,Vampire,Flying,Black
1,1,1,Zombie,none,Black
5,4,3,Vampire,none,Black
6,4,4,Devil,none,Red
3,3,4,Beast,none,Red
6,3,3,Devil,none,Red
1,1,1,Goblin,none,Red
2,1,1,Goblin,none,Red
3,2,2,Goblin,none,Red
7,6,6,Giant,none,Red
4,2,2,Vampire,none,Red
4,3,3,Cyclops,Trample,Red
2,1,2,Elemental,none,Red
2,3,3,Ogre,none,Red
5,5,4,Giant,none,Red
1,0,1,Bird,Flying,Green
2,3,1,Beast,Vigilance,Green
1,1,1,Elf,none,Green
4,0,3,Elemental,none,Green
3,1,1,Ooze,none,Green
5,4,5,Snake,Reach,Green
3,2,3,Spider,Reach,Green
4,2,4,Beast,Vigilance,Green
2,1,2,Satyr,none,Green
1,1,1,Human,none,White
4,3,3,Human,none,White
1,1,1,Human,none,White
4,3,5,Angel,Flying,White
3,2,2,Human,none,White
6,3,3,Bird,Flying,White
3,2,2,Spirit,Flying,White
4,2,2,Griffin,Flying,White
2,2,2,Human,none,White
2,2,1,Human,First strike,White
2,1,1,Cat,none,White
5,3,4,Human,none,White
5,4,4,Human,Flash,White
3,3,2,Human,none,White
2,2,2,Human,First strike,White
1,2,1,Human,none,White
4,4,3,Human,none,White
5,4,4,Angel,Flying,White
2,2,2,Human,none,White
6,4,6,Giant,Vigilance,White
3,1,3,Bird,Flying,White
2,2,2,Human,Vigilance,White
5,2,5,Antelope,none,White
3,2,1,Pegasus,Flying,White
4,3,3,Human,Lifelink,White
1,0,4,Ox,none,White
7,5,5,Sphinx,Flying,Blue
4,1,2,Human,Flying,Blue
6,6,6,Serpent,none,Blue
5,3,4,Human,none,Blue
1,1,1,Faerie,Flying,Blue
2,2,2,Merfolk,none,Blue
2,0,2,Human,none,Blue
3,1,3,Human,Prowess,Blue
2,1,3,Merfolk,none,Blue
3,1,4,Vedalken,Flash,Blue
4,0,4,Illusion,Flash,Blue
5,3,3,Bird,Flying,Blue
3,2,3,Zombie,Flying,Blue
2,2,1,Zombie,none,Blue
4,2,2,Human,none,Blue
2,0,3,Starfish,none,Blue
6,6,9,Zombie,Trample,Blue
5,4,3,Djinn,Flying,Blue
4,2,2,Spirit,Flying,Blue
3,2,3,Elemental,none,Blue
4,2,2,Human,none,Blue
5,2,3,Human,none,Blue
4,2,3,Human,none,Black
5,2,6,Slug,none,Black
3,3,1,Elf,none,Black
2,3,1,Horror,none,Black
4,5,5,Giant,none,Black
3,2,2,Elf,none,Black
2,1,2,Imp,Flying,Black
3,3,1,Zombie,none,Black
5,4,3,Elf,Menace,Black
1,1,1,Elf,none,Black
3,1,4,Human,Deathtouch,Black
6,6,6,Demon,Flying,Black
3,2,3,Human,Lifelink,Black
2,1,1,Vampire,none,Black
3,2,2,Zombie,none,Black
5,2,2,Human,none,Black
5,3,2,Vampire,Flying,Black
4,2,4,Zombie,none,Black
5,*,*,Spirit,Flying,Black
2,2,3,Zombie,none,Black
1,1,2,Elf,none,Black
4,3,2,Zombie,none,Black
2,2,1,Human,Prowess,Red
3,3,1,Human,none,Red
3,2,2,Human,First strike,Red
4,4,4,Dragon,Flying,Red
1,1,1,Lizard,none,Red
3,3,2,Goblin,Menace,Red
3,2,2,Human,none,Red
4,5,2,Elemental,none,Red
5,4,5,Hellion,Trample,Red
4,3,2,Human,none,Red
4,3,2,Elemental,Haste,Red
3,2,1,Human,none,Red
1,1,1,Goblin,none,Red
2,1,2,Goblin,none,Red
2,2,2,Human,Prowess,Red
4,2,2,Human,none,Red
5,3,3,Boar,none,Red
3,2,2,Human,Haste,Red
5,4,4,Elemental,none,Red
4,4,3,Giant,Reach,Red
2,2,1,Goblin,none,Red
3,1,3,Human,none,Red
6,6,4,Elemental,none,Red
1,1,1,Insect,none,Green
5,4,4,Dryad,none,Green
4,3,4,Elf,Reach,Green
2,2,2,Elf,none,Green
2,1,1,Elf,none,Green
7,8,5,Elemental,Haste,Green
2,2,2,Centaur,none,Green
3,1,4,Spider,Reach,Green
1,1,1,Human,none,Green
2,2,1,Elf,none,Green
4,2,2,Elf,none,Green
3,1,1,Hydra,Trample,Green
3,2,2,Elf,none,Green
3,2,2,Spirit,none,Green
5,6,6,Giant,none,Green
4,2,3,Centaur,Deathtouch,Green
5,4,4,Rhino,Trample,Green
6,6,6,Spider,Reach,Green
4,3,2,Wolf,none,Green
4,2,2,Elf,Trample,Green
2,2,2,Wolf,none,Green
2,2,2,Troll,none,Green
3,1,3,Human,none,Green
6,5,6,Wurm,none,Green
6,6,5,Beast,none,Green
3,2,2,Elf,none,Green
6,5,5,Angel,Flying,White
3,2,1,Bird,Flying,White
5,4,4,Angel,Flying,White
6,5,6,Djinn,Flying,Blue
6,*,*,Nightmare,Flying,Black
5,4,4,Vampire,Flying,Black
3,2,2,Elemental,none,Red
6,5,5,Dragon,Flying,Red
4,2,2,Unicorn,none,Green
6,8,8,Beast,Trample,Green
4,2,5,Cat,none,White
8,6,5,Avatar,none,Black
3,1,1,Human,none,Black
3,2,2,Zombie,none,Black
5,3,3,Zombie,none,Black
2,2,1,Zombie,none,Black
6,5,5,Demon,Flying,Black
1,1,1,Zombie,none,Black
4,2,2,Zombie,none,Black
2,1,1,Skeleton,none,Black
8,6,6,Avatar,Trample,Black
5,3,2,Elemental,none,Black
6,5,3,Zombie,none,Black
3,2,2,Human,none,Black
4,3,1,Goat,First strike,Red
4,2,3,Dragon,Flying,Red
3,2,2,Human,none,Red
6,5,5,Dragon,Flying,Red
4,2,2,Dragon,Flying,Red
5,3,3,Human,none,Red
6,5,5,Dragon,Flying,Red
7,6,6,Dragon,Flying,Red
7,5,5,Dragon,Flying,Red
6,5,5,Dragon,Flying,Red
3,2,1,Goblin,none,Red
2,2,1,Goblin,none,Red
3,2,2,Shapeshifter,none,Red
6,4,4,Dragon,Flying,Red
4,4,4,Shapeshifter,none,Green
1,0,0,Hydra,none,Green
3,0,0,Elemental,none,Green
3,1,1,Elf,none,Green
4,0,3,Elemental,none,Green
3,3,2,Bird,none,Green
6,4,3,Human,none,Green
7,6,5,Boar,none,Green
2,2,1,Elf,none,Green
7,*,*,Elemental,Trample,Green
2,1,1,Snake,none,Green
2,1,2,Spirit,none,Green
4,1,1,Elf,none,Green
6,4,7,Treefolk,none,Green
2,0,5,Plant,none,Green
4,4,4,Treefolk,none,Green
3,2,1,Dryad,none,Green
3,7,7,Elemental,none,Green
2,1,1,Pegasus,Flying,White
5,2,3,Griffin,Flying,White
4,1,2,Human,none,White
6,1,3,Human,none,White
3,2,2,Human,Double strike,White
1,1,2,Human,none,White
4,3,5,Giant,Vigilance,White
3,3,2,Centaur,none,White
2,2,1,Cat,none,White
2,1,1,Human,none,White
3,1,4,Human,none,White
2,1,3,Human,none,White
5,3,2,Griffin,Flying,White
5,3,5,Giant,none,White
1,2,1,Human,none,White
2,2,2,Human,none,White
3,2,2,Human,Flying,White
1,0,4,Ox,none,White
2,1,1,Human,none,Blue
6,4,5,Giant,Hexproof,Blue
4,3,2,Horse,Flash,Blue
4,1,5,Chimera,Flying,Blue
3,2,3,Merfolk,none,Blue
6,4,4,Sphinx,Flying,Blue
4,2,1,Merfolk,none,Blue
3,2,3,Human,none,Blue
5,0,4,Wall,none,Blue
2,1,3,Human,none,Blue
5,3,4,Chimera,Flying,Blue
5,3,5,Sphinx,Flying,Blue
5,5,5,Octopus,none,Blue
6,6,6,Kraken,none,Blue
3,2,2,Merfolk,none,Blue
1,1,2,Merfolk,none,Blue
2,2,1,Elemental,Flying,Blue
3,1,4,Merfolk,none,Blue
7,6,6,Demon,Flying,Black
3,3,2,Human,Deathtouch,Black
1,1,1,Skeleton,none,Black
3,2,1,Harpy,Flying,Black
4,1,3,Human,none,Black
3,2,3,Minotaur,none,Black
2,2,2,Horse,none,Black
5,2,4,Zombie,none,Black
6,4,6,Gorgon,Deathtouch,Black
4,2,2,Harpy,Flying,Black
5,2,5,Gorgon,Deathtouch,Black
6,3,3,Beast,none,Black
3,2,2,Human,none,Black
4,2,4,Zombie,none,Black
2,3,3,Zombie,none,Black
1,2,1,Human,none,Black
1,1,1,Human,none,Red
2,2,1,Human,none,Red
4,4,3,Minotaur,none,Red
2,2,3,Minotaur,none,Red
4,4,5,Elemental,none,Red
4,4,2,Minotaur,none,Red
1,2,1,Satyr,none,Red
3,2,3,Human,none,Red
4,3,3,Cyclops,Trample,Red
4,2,2,Human,none,Red
3,2,2,Minotaur,Haste,Red
1,1,1,Human,none,Red
3,2,3,Minotaur,Trample,Red
2,2,1,Satyr,Trample,Red
5,5,4,Giant,none,Red
5,4,4,Dragon,Flying,Red
6,5,6,Giant,none,Red
3,1,2,Hound,Double strike,Red
5,5,3,Satyr,none,Red
3,3,2,Human,none,Green
5,4,5,Human,none,Green
5,6,6,Giant,Reach,Green
5,3,3,Centaur,none,Green
4,1,4,Human,none,Green
1,0,0,Hydra,Haste,Green
6,5,5,Snake,none,Green
5,4,5,Snake,Reach,Green
3,3,3,Centaur,none,Green
4,3,3,Centaur,none,Green
5,3,7,Centaur,none,Green
4,5,5,Hydra,none,Green
3,1,1,Human,none,Green
2,2,1,Satyr,none,Green
3,2,1,Satyr,none,Green
1,1,1,Scorpion,Deathtouch,Green
4,2,2,Human,none,Green
2,0,3,Plant,none,Green
2,1,2,Satyr,none,Green
6,6,5,Fox,Trample,Green
1,1,1,Sliver,none,Green
2,1,1,Shapeshifter,none,Blue
2,1,1,Sliver,none,Blue
2,1,1,Sliver,none,Black
2,1,1,Sliver,none,Black
2,1,1,Sliver,none,Red
2,1,1,Sliver,none,Green
2,1,1,Sliver,none,Green
2,1,1,Sliver,Flash,Green
3,2,2,Sliver,none,White
3,2,2,Sliver,none,Black
3,2,2,Sliver,none,Red
3,2,2,Sliver,none,Red
4,2,2,Fungus,none,Green
5,3,3,Sliver,none,Green
5,2,2,Sliver,none,Green
6,3,3,Sliver,none,Red
8,6,6,Angel,Flying,White
4,2,3,Spirit,Flying,White
5,4,4,Angel,Flash,White
5,6,5,Angel,Flying,Red
4,3,3,Human,none,White
4,4,4,Human,none,White
3,2,3,Spirit,Flying,White
3,3,1,Hound,none,White
3,3,2,Human,none,White
2,3,1,Fox,none,White
7,4,4,Spirit,Flying,White
5,2,4,Spirit,Flying,White
2,2,2,Human,none,White
2,*,*,Human,none,White
4,2,5,Ox,none,White
4,3,3,Human,none,White
3,2,3,Human,none,White
2,2,2,Spirit,none,White
4,3,1,Human,Lifelink,White
4,3,3,Human,none,White
3,3,2,Human,none,White
3,2,2,Human,none,White
3,2,4,Human,none,Black
5,3,3,Angel,Flying,White
3,2,2,Spirit,Flying,White
1,1,1,Human,none,White
2,1,1,Human,none,White
1,1,2,Human,none,White
1,1,1,Spirit,Flying,White
1,1,1,Human,none,White
1,2,3,Human,none,Red
2,1,1,Human,none,White
4,3,2,Human,Flying,Blue
4,5,4,Insect,Flying,Blue
2,2,1,Human,none,Blue
2,3,2,Human,Prowess,Blue
4,2,4,Human,none,Blue
4,1,1,Zombie,none,Blue
2,1,3,Spirit,Flying,Blue
4,3,3,Zombie,none,Blue
2,2,1,Homunculus,none,Blue
5,7,7,Zombie,Flying,Blue
5,3,5,Zombie,none,Blue
2,0,3,Human,none,Blue
7,5,5,Drake,Flying,Blue
3,2,1,Spirit,Flying,Blue
2,2,1,Spirit,Flash,Blue
3,2,1,Human,none,Blue
2,1,3,Zombie,none,Blue
6,6,6,Turtle,none,Blue
4,1,5,Spirit,Flying,Blue
4,1,1,Nightmare,none,Blue
3,2,3,Zombie,none,Blue
4,3,1,Zombie,Flying,Blue
5,3,3,Spirit,Flash,Blue
2,0,4,Horror,none,Blue
2,7,8,Kraken,none,Blue
3,2,2,Spirit,none,Blue
3,3,3,Spirit,none,Blue
4,4,2,Human,none,Black
2,3,1,Vampire,none,Black
3,2,1,Zombie,Flying,Black
3,2,2,Zombie,none,Black
4,4,4,Vampire,none,Black
4,0,1,Elemental,Hexproof,Blue
3,1,3,Spirit,Lifelink,Black
2,2,2,Human,none,Black
5,4,4,Zombie,none,Black
2,2,1,Vampire,none,Black
2,3,2,Vampire,Flying,Black
5,5,3,Zombie,none,Black
1,1,1,Vampire,Lifelink,Black
3,2,3,Human,none,Black
3,4,3,Human,none,Black
5,3,3,Vampire,Flying,Black
4,4,5,Demon,Flying,Black
6,7,7,Slug,Menace,Black
2,2,1,Vampire,Flying,Black
2,3,3,Spirit,none,Black
2,1,1,Zombie,Deathtouch,Black
2,2,2,Zombie,Menace,Black
4,2,4,Zombie,none,Black
1,1,2,Skeleton,none,Black
4,3,3,Nightmare,none,Black
4,4,2,Vampire,none,Black
3,3,2,Human,none,Black
5,3,5,Vampire,none,Black
3,3,2,Vampire,none,Black
3,4,1,Vampire,none,Red
3,3,3,Human,none,Red
3,4,3,Werewolf,none,Red
3,2,2,Human,none,Red
3,4,4,Werewolf,none,Red
2,1,2,Wolf,Haste,Red
1,2,1,Vampire,none,Red
6,4,4,Angel,Flying,Red
5,5,4,Human,none,Red
5,6,5,Werewolf,Menace,Red
3,3,2,Human,Haste,Red
3,4,3,Werewolf,none,Red
2,2,1,Devil,none,Red
4,4,9,Angel,Flying,Red
3,3,3,Wolf,none,Red
4,5,2,Devil,none,Red
5,4,3,Vampire,Haste,Red
1,1,1,Vampire,Menace,Red
2,2,1,Human,none,Red
2,3,2,Werewolf,none,Red
4,2,2,Human,Haste,Red
4,2,3,Elemental,Trample,Red
2,1,3,Vampire,none,Red
2,1,3,Vampire,Prowess,Red
2,2,2,Wolf,First strike,Red
3,3,2,Devil,Menace,Red
1,3,4,Insect,none,Red
3,3,2,Wolf,Trample,Red
1,1,1,Human,Haste,Red
1,2,2,Werewolf,Menace,Red
4,3,2,Vampire,Haste,Red
5,5,5,Elemental,none,Red
3,4,4,Treefolk,Trample,Green
4,3,3,Human,none,Green
3,3,2,Human,none,Green
5,5,4,Human,none,Green
2,2,1,Human,none,Green
2,2,2,Human,none,Green
2,3,3,Werewolf,none,Green
3,3,3,Spider,Reach,Green
3,2,4,Mole,none,Green
1,1,1,Human,none,Green
3,2,3,Human,none,Green
3,3,5,Werewolf,none,Green
2,2,1,Human,none,Green
2,4,2,Werewolf,Trample,Green
3,3,3,Ooze,none,Green
4,3,3,Human,Trample,Green
6,6,6,Boar,none,Green
2,3,3,Human,none,Green
2,4,4,Werewolf,none,Green
1,1,2,Dryad,none,Green
2,0,4,Fungus,none,Green
2,1,1,Human,none,Green
4,4,3,Wolf,Flash,Green
2,2,2,Wolf,none,Green
5,*,*,Human,none,Green
5,*,*,Werewolf,Vigilance,Green
3,2,2,Wolf,Trample,Green
4,3,4,Human,none,Green
4,5,6,Werewolf,none,Green
4,3,3,Wurm,Trample,Green
3,2,3,Human,none,Green
5,4,5,Wolf,none,Green
3,3,2,Human,none,Green
6,*,*,Hydra,Reach,Green
2,2,2,Human,none,Green
5,2,5,Spider,Reach,Green
5,3,5,Sphinx,Flying,Blue
9,4,5,Demon,Flying,Black
6,7,7,Hydra,none,Green
5,4,4,Angel,Flying,White
5,3,3,Human,none,Black
5,2,2,Goblin,Haste,Red
1,0,0,Human,none,White
3,1,1,Elemental,none,Green
6,4,4,Human,none,Blue
5,3,4,Human,Flash,Blue
6,5,5,Gorgon,Flying,Black
4,2,3,Human,none,White
4,2,4,Human,none,White
1,1,1,Human,none,White
2,1,1,Volver,none,White
4,2,3,Human,First strike,White
5,3,4,Human,none,White
3,3,3,Angel,Flying,White
3,1,2,Human,Flying,White
2,2,1,Cat,none,White
2,1,1,Human,none,White
1,1,1,Merfolk,none,Blue
2,1,1,Volver,none,Blue
3,2,1,Drake,Flying,Blue
4,2,3,Metathran,Flying,Blue
1,0,2,Merfolk,none,Blue
4,1,2,Merfolk,none,Blue
2,1,1,Merfolk,none,Blue
4,2,2,Drake,Flying,Blue
2,1,1,Merfolk,none,Blue
3,2,2,Merfolk,none,Blue
5,5,4,Angel,Flying,Black
4,2,1,Zombie,none,Black
3,2,1,Zombie,none,Black
